+0,+1.55488
+0.0005,+1.72351
+0.0008,+2.19004
+0.0012,+2.68141
+0.0016,+2.4037
+0.002,+2.80282
+0.0023,+2.79881
+0.0028,-2.36942
+0.0032,-2.90302
+0.0036,-3.48796
+0.004,-3.44846
+0.0045,-3.13953
+0.0048,-3.31469
+0.0052,-3.41776
+0.0056,-2.69468
+0.006,-2.77363
+0.0063,-2.79929
+0.0068,+1.77506
+0.0072,+2.31886
+0.0076,+2.91475
+0.008,+2.24721
+0.0083,+1.95948
+0.0088,+2.07954
+0.0092,+2.1051
+0.0096,+1.9315
+0.01,+2.01985
+0.0103,+2.05008
+0.011,+2.70403
+0.0112,-2.49791
+0.0116,-2.38431
+0.012,-1.71129
+0.0123,-1.47427
+0.0128,-1.49427
+0.0133,-1.53486
+0.0136,-6.69163
+0.014,-7.37666
+0.0145,-7.42139
+0.0148,-7.39249
+0.0152,-2.12048
+0.0156,-2.06215
+0.016,-2.08857
+0.0163,-2.20233
+0.0168,-2.33644
+0.0172,-2.36387
+0.0176,+2.77455
+0.018,+3.36864
+0.0183,+2.67226
+0.0188,+2.60419
+0.0192,+2.01441
+0.0196,+1.77338
+0.02,+1.7395
+0.0203,+1.72911
+0.0208,+1.71843
+0.0212,+1.64924
+0.0216,+1.86908
+0.022,+2.02437
+0.0223,+2.14694
+0.0228,+2.15683
+0.0232,+2.80702
+0.0236,+2.96411
+0.024,+2.99575
+0.0243,+3.1674
+0.0248,+3.33061
+0.0252,+3.39169
+0.0256,+3.25312
+0.026,+3.12254
+0.0263,+3.72445
+0.0268,+3.6684
+0.0272,+3.57284
+0.0276,+3.42124
+0.028,+3.50674
+0.0283,+3.42819
+0.0288,+3.3402
+0.0292,+3.3568
+0.0296,+3.37883
+0.03,+3.44783
+0.0303,+2.91532
+0.0308,+3.0348
+0.0312,-2.18129
+0.0316,-2.68293
+0.032,-2.6399
+0.0323,-2.64652
+0.0328,-2.64707
+0.0332,-2.58443
+0.0336,-2.56154
+0.034,-2.63573
+0.0343,-2.67506
+0.0348,-2.70596
+0.0352,+2.04843
+0.0356,+2.6093
+0.036,+2.4767
+0.0363,+2.38792
+0.0368,+2.4173
+0.0372,+2.371
+0.0376,+2.30661
+0.038,+2.25732
+0.0383,+2.81788
+0.0388,+2.88169
+0.0392,+3.15994
+0.0396,+3.06881
+0.04,+3.12988
+0.0403,+3.17846
+0.041,+3.17449
+0.0412,+2.53305
+0.0416,+2.51453
+0.042,+2.57416
+0.0423,+1.80683
+0.0428,+1.16844
+0.0432,+1.35144
+0.0436,+1.48845
+0.0446,+1.48039
+0.0447,+1.48791
+0.0449,+1.54135
+0.0452,+2.08312
+0.0456,+1.99813
+0.046,+1.92088
+0.0463,+2.72586
+0.0468,+3.18134
+0.0472,+3.16225
+0.0476,+3.09287
+0.048,+2.95836
+0.0483,+2.84824
+0.0488,+2.79852
+0.0492,+2.83105
+0.0496,+2.90749
+0.05,+2.97195
+0.0503,+2.95877
+0.0508,+3.06221
+0.0512,+3.05262
+0.0516,+3.09338
+0.052,+3.20051
+0.0523,+3.30556
+0.0528,+3.1751
+0.0532,+3.17345
+0.0536,+3.11614
+0.054,+3.17872
+0.0543,+2.5682
+0.0548,+2.60068
+0.0552,+2.71583
+0.0556,+2.68191
+0.056,+2.61714
+0.0563,+2.4836
+0.0568,+2.6201
+0.0572,+2.60368
+0.0576,+2.63454
+0.058,+1.92478
+0.0583,+2.39073
+0.0588,+2.1671
+0.0592,+1.96778
+0.0596,+1.90422
+0.06,+1.80784
+0.0603,+1.91454
+0.0608,+1.79572
+0.0612,+1.77327
+0.0616,+1.86207
+0.062,+2.41757
+0.0623,+2.46248
+0.0628,+2.60904
+0.0632,+2.66641
+0.0636,+2.77466
+0.064,+2.86916
+0.0643,+2.89886
+0.0648,+3.02604
+0.0652,+3.13507
+0.0656,+3.1411
+0.066,+2.60566
+0.0663,+2.64572
+0.0668,+2.64968
+0.0672,+1.97252
+0.0676,-3.3073
+0.068,-3.27081
+0.0683,-3.2916
+0.0688,-3.48278
+0.0692,-3.75643
+0.0696,-3.91035
+0.07,-3.39784
+0.0703,-3.65044
+0.0708,-4.46983
+0.0712,-3.95532
+0.0717,+1.32411
+0.072,+1.26289
+0.0723,+1.18145
+0.0728,+1.36582
+0.0732,+1.5373
+0.0736,+1.62733
+0.074,+1.60982
+0.0743,+1.89806
+0.0748,+2.13577
+0.0752,+1.68786
+0.0756,+1.6043
+0.076,+1.65433
+0.0763,+1.64282
+0.0768,+1.45865
+0.0772,+1.51663
+0.0776,+0.76696
+0.078,+0.822778
+0.0783,+0.732911
+0.0788,+1.27433
+0.0792,+1.88467
+0.0796,+1.29792
+0.08,+1.19897
+0.0803,+1.24759
+0.0808,+1.3297
+0.0812,+1.26384
+0.0816,-3.13332
+0.082,-2.99632
+0.0823,-2.89055
+0.0828,-3.48245
+0.0832,-3.51439
+0.0836,-2.83798
+0.084,-2.70519
